product_id,product_category_name_english,product_category_name,order_id,order_item_id,seller_id,shipping_limit_date,price,freight_value,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,review_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,seller_zip_code_prefix,seller_city,seller_state,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
12cbe733abde1e976549e8d6f4f020f1,perfumery,perfumaria,d6370a08f64a1248435649bd37eae011,1,5670f4db5b62c43d542e1b2d56b0cf7c,2018-06-07 16:16:27,36.97,7.39,17f4aec6b201b05577ea4cf3879a6375,delivered,2018-05-30 15:53:27,2018-05-30 16:16:27,2018-06-01 14:37:00,2018-06-03 16:32:47,2018-06-25 00:00:00,06c35ce3034db2b3ff69b4187348660f,1,Cancelamento não efetuado,"Solicitei o cancelamento do produto, porém mesmo assim foi entregue e recebido pela portaria do meu prédio. Me recuso a ter o trabalho de postar no correio.",2018-06-04 00:00:00,2018-06-06 12:15:44,03694,sao paulo,SP,1a71d9467086fb020a3699ab74ae24b1,09530,sao caetano do sul,SP
d6c69817b519edddbf1b289631b7160e,perfumery,perfumaria,154f3e62bb635300cf9a1d6c4940636d,1,5670f4db5b62c43d542e1b2d56b0cf7c,2018-06-11 00:52:25,349.97,16.54,231033b8c1945ce24e11e3db60faf48e,delivered,2018-06-02 00:36:12,2018-06-02 00:52:25,2018-06-04 15:21:00,2018-06-08 18:15:56,2018-07-05 00:00:00,68de23aa3c02a332935846b2396847f6,5,,,2018-06-09 00:00:00,2018-06-10 00:06:52,03694,sao paulo,SP,410e1f5d1ba42846c5be7a0c9789b65f,13290,louveira,SP
d6c69817b519edddbf1b289631b7160e,perfumery,perfumaria,2ab10ab526351fd3b05219e9eb4f7d9f,1,5670f4db5b62c43d542e1b2d56b0cf7c,2018-06-17 22:31:19,349.97,16.76,5038412e993abfa85f57ec66af30e303,delivered,2018-06-13 22:17:25,2018-06-13 22:40:16,2018-06-14 14:47:00,2018-06-20 17:58:42,2018-07-03 00:00:00,e9c949c3e29e6f5f9f952ea98e555bc8,5,recomendo,"produto veio antes do prazo, muito bem embalado, tudo conforme a descrição ",2018-06-21 00:00:00,2018-06-22 23:45:43,03694,sao paulo,SP,49941292df701801332f51cd0a3ef38f,17020,bauru,SP
d6c69817b519edddbf1b289631b7160e,perfumery,perfumaria,a29c6282a6e4ec30881051cfaa99029c,1,5670f4db5b62c43d542e1b2d56b0cf7c,2018-06-22 17:31:11,349.97,25.25,d556f45dce3c770a756fdd5175b2a558,delivered,2018-06-20 17:18:04,2018-06-20 17:41:38,2018-06-21 13:09:00,2018-06-27 17:56:41,2018-07-17 00:00:00,8bd584c5a0d0bf3dfc77b188ae9f2fa7,5,Super recomendo.,"Excelente loja, sempre compro na americana, entrega rápida. ",2018-06-28 00:00:00,2018-07-02 14:39:32,03694,sao paulo,SP,ae2ab4311ac09857f7d3679259d6882f,28495,aperibe,RJ
d6c69817b519edddbf1b289631b7160e,perfumery,perfumaria,dd8685cc92ade5d98e60812dfaffb087,1,5670f4db5b62c43d542e1b2d56b0cf7c,2018-06-12 15:50:13,349.97,50.06,b8458ef1e6b3b16e7cf526b9669b98c4,delivered,2018-06-09 08:34:37,2018-06-09 15:50:13,2018-06-13 13:53:00,2018-06-20 12:42:16,2018-07-11 00:00:00,4b904307e6b2f94c8a900cb37b0c7d06,5,,,2018-06-21 00:00:00,2018-06-23 17:01:23,03694,sao paulo,SP,ccae9f7536507bb1dce9837c143ae20b,88790,laguna,SC
ac8af924237ed4591dc8d9b8c6a935f0,perfumery,perfumaria,4c3a834add3595c42eaefa65d28d6fbe,1,5670f4db5b62c43d542e1b2d56b0cf7c,2018-08-16 22:15:13,682.98,45.76,9d2b760186a269cef1fbac0a2e6e56f7,delivered,2018-08-13 22:17:40,2018-08-14 22:15:13,2018-08-16 15:08:00,2018-08-21 12:02:50,2018-08-27 00:00:00,b63c7192610e841ab6225818af257f0d,4,,,2018-08-22 00:00:00,2018-08-23 01:09:18,03694,sao paulo,SP,d7430df1244bba45228c4ce327d397b8,85810,cascavel,PR
ac8af924237ed4591dc8d9b8c6a935f0,perfumery,perfumaria,5bebe0296b65287e94b489cd279782cc,1,5670f4db5b62c43d542e1b2d56b0cf7c,2018-08-21 11:50:59,682.98,20.08,e3e47ad0e26636dadc729691ce8b5e86,delivered,2018-08-17 11:51:36,2018-08-18 11:50:59,2018-08-21 13:28:00,2018-08-22 18:21:40,2018-08-23 00:00:00,c643b42e6dd8e7b5385cea8a23be99c1,5,,,2018-08-23 00:00:00,2018-08-24 17:35:39,03694,sao paulo,SP,c53487c25585fa559f629f5293b2eccf,09320,maua,SP
ac8af924237ed4591dc8d9b8c6a935f0,perfumery,perfumaria,c2d986bdce3f3823bbd8b8b4e37f5727,1,5670f4db5b62c43d542e1b2d56b0cf7c,2018-07-26 09:32:06,682.98,69.23,dc971e038785f1115cdac2d3f59a33dc,delivered,2018-07-23 19:36:17,2018-07-24 10:31:43,2018-07-24 15:11:00,2018-08-04 00:44:29,2018-08-17 00:00:00,5c56f70a2de1e8c81e6b544b52d71640,5,bom,bom,2018-08-04 00:00:00,2018-08-05 12:11:04,03694,sao paulo,SP,8a1e8b556fd5feb59a63729b5341e71a,56395,lagoa grande,PE
ac8af924237ed4591dc8d9b8c6a935f0,perfumery,perfumaria,e2e6ee1ed2d7f2f36b05d234983bd7a0,1,5670f4db5b62c43d542e1b2d56b0cf7c,2018-08-01 09:50:20,682.98,69.23,20a92c393edb6c08801eef97295257f7,delivered,2018-07-28 13:14:57,2018-07-30 09:50:20,2018-08-01 15:24:00,2018-08-09 00:21:10,2018-08-17 00:00:00,b193ff3c9f32a01f3a0d9ae26b94d244,5,Maravilhoso!,"Tô completamente apaixonada, loja super responsável e confiável!",2018-08-10 00:00:00,2018-08-11 00:22:13,03694,sao paulo,SP,17b0188c89ac68aa7fcc43c9d48fd3ff,56328,petrolina,PE
ac8af924237ed4591dc8d9b8c6a935f0,perfumery,perfumaria,ea9c1cc0e0584ca0228d483668d95799,1,5670f4db5b62c43d542e1b2d56b0cf7c,2018-05-24 17:55:25,682.98,27.36,f94c9d68a66760b7e46248dec580e423,delivered,2018-05-17 21:56:38,2018-05-18 17:55:25,2018-05-22 14:57:00,2018-06-08 14:38:54,2018-06-13 00:00:00,2d031eb8dcfce5497ffc5cebc649ed79,5,,,2018-06-09 00:00:00,2018-06-09 22:36:02,03694,sao paulo,SP,f55facac8c40907f178c8cbb6e6aa845,96015,pelotas,RS
